timestamp,speed
1527576645.894496,0
1527576646.896077,0.0
1527576647.3752,0.0
1527576647.86852,0.0
1527576648.362047,0.0
1527576648.855549,0.0
1527576649.349123,0.0
1527576649.842661,0.0
1527576650.830313,0.0
1527576651.816794,5.942549214428411
1527576652.31048,3.9605070857535356
1527576652.805398,5.936161625042521
1527576653.297435,4.752267534072943
1527576653.790884,5.940285058117391
1527576654.28446,5.091455480845391
1527576654.777923,5.940011188135154
1527576655.76501,5.939099473380943
1527576656.259648,5.09130366209616
1527576657.245764,5.090375258994715
1527576657.739159,5.939010724023583
1527576658.232794,5.090388519512208
1527576658.726193,5.939018245052697
1527576659.219845,5.090441562273064
1527576659.71427,5.937529452706131
1527576660.206802,5.939348186276455
1527576660.700278,7.353543276109769
1527576661.193869,6.434205320508716
1527576661.687358,8.413760481439379
1527576662.181058,7.918395893170911
1527576662.674451,9.898393826000486
1527576663.167981,9.618407770383355
1527576663.662787,11.382406230555823
1527576664.154994,10.746857912524263
1527576664.648565,11.877985347262857
1527576665.142098,9.615542911784525
1527576665.635685,11.382953970695837
1527576666.129179,9.61557631137921
1527576666.622685,10.88829939454519
1527576667.609814,7.921184752099649
1527576668.103288,9.049967273360446
1527576668.596856,7.918648875811235
1527576669.09039,8.48438852463315
1527576669.5839,7.423876222037749
1527576670.077466,8.48420188081177
1527576670.571878,7.422037732263976
1527576671.064753,9.237653940688112
1527576671.557884,7.9190124771347845
1527576672.544951,7.353443229668565
1527576673.038757,8.90830851073148
1527576673.532353,7.352749365442941
1527576674.532564,5.0713939354813915
1527576675.012846,6.929165252049513
1527576675.506223,6.598754287120032
1527576675.999756,5.656095294909123
1527576676.493228,4.949173096347726
1527576676.990411,2.4724718188040393
1527576677.990585,0.0
1527576678.490367,0.0
1527576678.990307,0.0
1527576679.990214,0.0
1527576680.990137,0.0
1527576681.428605,0.0
1527576682.428797,0.0
1527576683.428996,0.0
