relativeTimeMs,module,key,value
88.641882,tracing.bikesim,speed,0.000000
125.735521,tracing.bikesim,steer_angle,0.000000
126.254797,tracing.bikesim,bike_yaw,-3.141593
126.865387,tracing.bikesim,front_wheel_x,0.000000
127.105236,tracing.bikesim,front_wheel_y,0.000000
127.309084,tracing.bikesim,back_wheel_x,2.000000
127.491951,tracing.bikesim,back_wheel_y,0.000000
127.680063,tracing.bikesim,front_angle,-3.141593
128.125191,tracing.bikesim,speed,0.000000
129.039288,tracing.bikesim,steer_angle,0.000000
129.409552,tracing.bikesim,bike_yaw,-3.141593
140.600681,tracing.bikesim,front_wheel_x,0.000000
140.882969,tracing.bikesim,front_wheel_y,0.000000
141.204596,tracing.bikesim,back_wheel_x,2.000000
141.491652,tracing.bikesim,back_wheel_y,0.000000
149.752378,tracing.bikesim,front_angle,-3.141593
150.201559,tracing.bikesim,speed,0.000000
151.010752,tracing.bikesim,steer_angle,0.000000
152.542830,tracing.bikesim,bike_yaw,-3.141593
154.989719,tracing.bikesim,front_wheel_x,0.000000
155.660868,tracing.bikesim,front_wheel_y,0.000000
155.933142,tracing.bikesim,back_wheel_x,2.000000
156.037569,tracing.bikesim,back_wheel_y,0.000000
160.330772,tracing.bikesim,front_angle,-3.141593
163.009882,tracing.bikesim,speed,0.000000
164.883852,tracing.bikesim,steer_angle,0.000000
166.440010,tracing.bikesim,bike_yaw,-3.141593
171.240568,tracing.bikesim,front_wheel_x,0.000000
171.483517,tracing.bikesim,front_wheel_y,0.000000
171.716690,tracing.bikesim,back_wheel_x,2.000000
171.990633,tracing.bikesim,back_wheel_y,0.000000
176.664114,tracing.bikesim,front_angle,-3.141593
177.224398,tracing.bikesim,speed,0.000000
177.314043,tracing.bikesim,steer_angle,0.000000
177.417040,tracing.bikesim,bike_yaw,-3.141593
177.583218,tracing.bikesim,front_wheel_x,0.000000
177.736759,tracing.bikesim,front_wheel_y,0.000000
177.904606,tracing.bikesim,back_wheel_x,2.000000
178.654671,tracing.bikesim,back_wheel_y,0.000000
178.930759,tracing.bikesim,front_angle,-3.141593
190.283298,tracing.bikesim,speed,0.000000
190.462828,tracing.bikesim,steer_angle,0.000000
190.769434,tracing.bikesim,bike_yaw,-3.141593
213.052034,tracing.bikesim,front_wheel_x,0.000000
216.428280,tracing.bikesim,front_wheel_y,0.000000
216.568470,tracing.bikesim,back_wheel_x,2.000000
216.677666,tracing.bikesim,back_wheel_y,0.000000
216.833830,tracing.bikesim,front_angle,-3.141593
217.225552,tracing.bikesim,speed,0.000000
217.426062,tracing.bikesim,steer_angle,0.000000
217.654467,tracing.bikesim,bike_yaw,-3.141593
217.808247,tracing.bikesim,front_wheel_x,0.000000
217.939377,tracing.bikesim,front_wheel_y,0.000000
217.998505,tracing.bikesim,back_wheel_x,2.000000
218.085289,tracing.bikesim,back_wheel_y,0.000000
218.257189,tracing.bikesim,front_angle,-3.141593
232.605457,tracing.bikesim,speed,0.000000
232.709646,tracing.bikesim,steer_angle,0.000000
232.861519,tracing.bikesim,bike_yaw,-3.141593
232.963562,tracing.bikesim,front_wheel_x,0.000000
233.171701,tracing.bikesim,front_wheel_y,0.000000
233.343601,tracing.bikesim,back_wheel_x,2.000000
233.430386,tracing.bikesim,back_wheel_y,0.000000
233.511448,tracing.bikesim,front_angle,-3.141593
250.377417,tracing.bikesim,speed,0.000000
250.647068,tracing.bikesim,steer_angle,0.000000
250.737906,tracing.bikesim,bike_yaw,-3.141593
250.870705,tracing.bikesim,front_wheel_x,0.000000
250.998735,tracing.bikesim,front_wheel_y,0.000000
251.111746,tracing.bikesim,back_wheel_x,2.000000
251.219511,tracing.bikesim,back_wheel_y,0.000000
251.320601,tracing.bikesim,front_angle,-3.141593
259.335279,tracing.bikesim,speed,0.000000
259.603024,tracing.bikesim,steer_angle,0.000000
259.753227,tracing.bikesim,bike_yaw,-3.141593
259.871721,tracing.bikesim,front_wheel_x,0.000000
259.984970,tracing.bikesim,front_wheel_y,0.000000
260.087729,tracing.bikesim,back_wheel_x,2.000000
260.167599,tracing.bikesim,back_wheel_y,0.000000
260.265112,tracing.bikesim,front_angle,-3.141593
272.343874,tracing.bikesim,speed,0.000000
272.567749,tracing.bikesim,steer_angle,0.000000
272.713184,tracing.bikesim,bike_yaw,-3.141593
272.851229,tracing.bikesim,front_wheel_x,0.000000
272.989273,tracing.bikesim,front_wheel_y,0.000000
273.209095,tracing.bikesim,back_wheel_x,2.000000
273.352385,tracing.bikesim,back_wheel_y,0.000000
273.487091,tracing.bikesim,front_angle,-3.141593
282.968998,tracing.bikesim,speed,0.000000
283.157825,tracing.bikesim,steer_angle,0.000000
283.293486,tracing.bikesim,bike_yaw,-3.141593
283.510685,tracing.bikesim,front_wheel_x,0.000000
283.676147,tracing.bikesim,front_wheel_y,0.000000
283.838749,tracing.bikesim,back_wheel_x,2.000000
283.926487,tracing.bikesim,back_wheel_y,0.000000
284.052849,tracing.bikesim,front_angle,-3.141593
293.711185,tracing.bikesim,speed,0.000000
293.872356,tracing.bikesim,steer_angle,0.000000
294.262171,tracing.bikesim,bike_yaw,-3.141593
294.375181,tracing.bikesim,front_wheel_x,0.000000
294.518232,tracing.bikesim,front_wheel_y,0.000000
294.654846,tracing.bikesim,back_wheel_x,2.000000
294.759512,tracing.bikesim,back_wheel_y,0.000000
294.860601,tracing.bikesim,front_angle,-3.141593
