relativeTimeMs,module,key,value
88.365555,tracing.bikesim,speed,0.000000
88.866472,tracing.bikesim,steer_angle,0.000000
125.643730,tracing.bikesim,bike_yaw,0.000000
126.018763,tracing.bikesim,front_wheel_x,0.000000
126.216412,tracing.bikesim,front_wheel_y,0.000000
126.371145,tracing.bikesim,back_wheel_x,-2.000000
126.639605,tracing.bikesim,back_wheel_y,-0.000000
126.862526,tracing.bikesim,front_angle,0.000000
127.261162,tracing.bikesim,speed,0.000000
127.548218,tracing.bikesim,steer_angle,0.000000
128.580570,tracing.bikesim,bike_yaw,0.000000
135.136604,tracing.bikesim,front_wheel_x,0.000000
135.387421,tracing.bikesim,front_wheel_y,0.000000
135.522604,tracing.bikesim,back_wheel_x,-2.000000
135.810375,tracing.bikesim,back_wheel_y,-0.000000
135.937691,tracing.bikesim,front_angle,0.000000
138.165712,tracing.bikesim,speed,0.000000
138.387203,tracing.bikesim,steer_angle,0.000000
138.487577,tracing.bikesim,bike_yaw,0.000000
138.654947,tracing.bikesim,front_wheel_x,0.000000
138.817549,tracing.bikesim,front_wheel_y,0.000000
138.955832,tracing.bikesim,back_wheel_x,-2.000000
139.194012,tracing.bikesim,back_wheel_y,-0.000000
139.393806,tracing.bikesim,front_angle,0.000000
150.347948,tracing.bikesim,speed,0.000000
150.646448,tracing.bikesim,steer_angle,0.000000
150.821686,tracing.bikesim,bike_yaw,0.000000
150.912762,tracing.bikesim,front_wheel_x,0.000000
151.007414,tracing.bikesim,front_wheel_y,0.000000
151.093245,tracing.bikesim,back_wheel_x,-2.000000
151.544571,tracing.bikesim,back_wheel_y,-0.000000
151.761532,tracing.bikesim,front_angle,0.000000
160.560131,tracing.bikesim,speed,0.000000
160.696268,tracing.bikesim,steer_angle,0.000000
160.886288,tracing.bikesim,bike_yaw,0.000000
161.041260,tracing.bikesim,front_wheel_x,0.000000
161.211491,tracing.bikesim,front_wheel_y,0.000000
161.351681,tracing.bikesim,back_wheel_x,-2.000000
161.501169,tracing.bikesim,back_wheel_y,-0.000000
161.629915,tracing.bikesim,front_angle,0.000000
170.900822,tracing.bikesim,speed,0.000000
171.085596,tracing.bikesim,steer_angle,0.000000
171.248436,tracing.bikesim,bike_yaw,0.000000
171.407700,tracing.bikesim,front_wheel_x,0.000000
171.559334,tracing.bikesim,front_wheel_y,0.000000
171.835899,tracing.bikesim,back_wheel_x,-2.000000
172.129869,tracing.bikesim,back_wheel_y,-0.000000
172.255039,tracing.bikesim,front_angle,0.000000
181.671858,tracing.bikesim,speed,0.000000
181.809902,tracing.bikesim,steer_angle,0.000000
181.926727,tracing.bikesim,bike_yaw,0.000000
182.092190,tracing.bikesim,front_wheel_x,0.000000
182.179928,tracing.bikesim,front_wheel_y,0.000000
182.281256,tracing.bikesim,back_wheel_x,-2.000000
182.394505,tracing.bikesim,back_wheel_y,-0.000000
182.502508,tracing.bikesim,front_angle,0.000000
192.149878,tracing.bikesim,speed,0.000000
192.346811,tracing.bikesim,steer_angle,0.000000
192.473173,tracing.bikesim,bike_yaw,0.000000
192.731619,tracing.bikesim,front_wheel_x,0.000000
192.856789,tracing.bikesim,front_wheel_y,0.000000
192.955494,tracing.bikesim,back_wheel_x,-2.000000
193.041801,tracing.bikesim,back_wheel_y,-0.000000
193.136930,tracing.bikesim,front_angle,0.000000
204.398394,tracing.bikesim,speed,0.000000
204.563856,tracing.bikesim,steer_angle,0.000000
204.758406,tracing.bikesim,bike_yaw,0.000000
204.862595,tracing.bikesim,front_wheel_x,0.000000
205.019712,tracing.bikesim,front_wheel_y,0.000000
205.291271,tracing.bikesim,back_wheel_x,-2.000000
205.412388,tracing.bikesim,back_wheel_y,-0.000000
205.548048,tracing.bikesim,front_angle,0.000000
220.598698,tracing.bikesim,speed,0.000000
220.803499,tracing.bikesim,steer_angle,0.000000
220.951080,tracing.bikesim,bike_yaw,0.000000
226.414680,tracing.bikesim,front_wheel_x,0.000000
229.148388,tracing.bikesim,front_wheel_y,0.000000
230.500937,tracing.bikesim,back_wheel_x,-2.000000
232.558489,tracing.bikesim,back_wheel_y,-0.000000
232.790947,tracing.bikesim,front_angle,0.000000
233.380795,tracing.bikesim,speed,0.000000
233.606577,tracing.bikesim,steer_angle,0.000000
233.795166,tracing.bikesim,bike_yaw,0.000000
233.910561,tracing.bikesim,front_wheel_x,0.000000
233.993053,tracing.bikesim,front_wheel_y,0.000000
234.134197,tracing.bikesim,back_wheel_x,-2.000000
234.329939,tracing.bikesim,back_wheel_y,-0.000000
234.488010,tracing.bikesim,front_angle,0.000000
243.867874,tracing.bikesim,speed,0.000000
244.231701,tracing.bikesim,steer_angle,0.000000
244.539022,tracing.bikesim,bike_yaw,0.000000
244.809628,tracing.bikesim,front_wheel_x,0.000000
245.500326,tracing.bikesim,front_wheel_y,0.000000
245.807886,tracing.bikesim,back_wheel_x,-2.000000
246.189594,tracing.bikesim,back_wheel_y,-0.000000
246.412039,tracing.bikesim,front_angle,0.000000
254.450083,tracing.bikesim,speed,0.000000
254.596949,tracing.bikesim,steer_angle,0.000000
255.065203,tracing.bikesim,bike_yaw,0.000000
255.184650,tracing.bikesim,front_wheel_x,0.000000
255.295992,tracing.bikesim,front_wheel_y,0.000000
255.417109,tracing.bikesim,back_wheel_x,-2.000000
255.794287,tracing.bikesim,back_wheel_y,-0.000000
256.025076,tracing.bikesim,front_angle,0.000000
264.889956,tracing.bikesim,speed,0.000000
265.104771,tracing.bikesim,steer_angle,0.000000
265.326500,tracing.bikesim,bike_yaw,0.000000
265.560389,tracing.bikesim,front_wheel_x,0.000000
265.792847,tracing.bikesim,front_wheel_y,0.000000
266.011715,tracing.bikesim,back_wheel_x,-2.000000
266.265631,tracing.bikesim,back_wheel_y,-0.000000
266.463280,tracing.bikesim,front_angle,0.000000
275.093555,tracing.bikesim,speed,0.000000
276.454210,tracing.bikesim,steer_angle,0.000000
276.632071,tracing.bikesim,bike_yaw,0.000000
276.776791,tracing.bikesim,front_wheel_x,0.000000
276.929140,tracing.bikesim,front_wheel_y,0.000000
277.062893,tracing.bikesim,back_wheel_x,-2.000000
277.233362,tracing.bikesim,back_wheel_y,-0.000000
277.388573,tracing.bikesim,front_angle,0.000000
287.283182,tracing.bikesim,speed,0.000000
288.215637,tracing.bikesim,steer_angle,0.000000
288.441658,tracing.bikesim,bike_yaw,0.000000
288.595200,tracing.bikesim,front_wheel_x,0.000000
288.747311,tracing.bikesim,front_wheel_y,0.000000
288.967848,tracing.bikesim,back_wheel_x,-2.000000
289.106131,tracing.bikesim,back_wheel_y,-0.000000
289.210796,tracing.bikesim,front_angle,0.000000
305.688143,tracing.bikesim,speed,0.000000
305.928707,tracing.bikesim,steer_angle,0.000000
306.075335,tracing.bikesim,bike_yaw,0.000000
306.211948,tracing.bikesim,front_wheel_x,0.000000
306.345463,tracing.bikesim,front_wheel_y,0.000000
306.503773,tracing.bikesim,back_wheel_x,-2.000000
306.637526,tracing.bikesim,back_wheel_y,-0.000000
306.740761,tracing.bikesim,front_angle,0.000000
325.587034,tracing.bikesim,speed,0.000000
325.869083,tracing.bikesim,steer_angle,0.000000
326.107740,tracing.bikesim,bike_yaw,0.000000
326.264858,tracing.bikesim,front_wheel_x,0.000000
326.408148,tracing.bikesim,front_wheel_y,0.000000
326.546431,tracing.bikesim,back_wheel_x,-2.000000
326.714277,tracing.bikesim,back_wheel_y,-0.000000
326.855898,tracing.bikesim,front_angle,0.000000
341.080427,tracing.bikesim,speed,0.000000
341.899395,tracing.bikesim,steer_angle,0.000000
342.056036,tracing.bikesim,bike_yaw,0.000000
342.159271,tracing.bikesim,front_wheel_x,0.000000
342.258930,tracing.bikesim,front_wheel_y,0.000000
342.355728,tracing.bikesim,back_wheel_x,-2.000000
342.460394,tracing.bikesim,back_wheel_y,-0.000000
342.772007,tracing.bikesim,front_angle,0.000000
358.159542,tracing.bikesim,speed,0.000000
358.924150,tracing.bikesim,steer_angle,0.000000
359.042883,tracing.bikesim,bike_yaw,0.000000
359.151363,tracing.bikesim,front_wheel_x,0.000000
