relativeTimeMs,module,key,value
95.013618,tracing.bikesim,speed,0.000000
95.254421,tracing.bikesim,steer_angle,0.000000
131.965637,tracing.bikesim,bike_yaw,1.570796
132.927418,tracing.bikesim,front_wheel_x,0.000000
133.194923,tracing.bikesim,front_wheel_y,0.000000
133.538485,tracing.bikesim,back_wheel_x,0.000000
134.128094,tracing.bikesim,back_wheel_y,-2.000000
134.436369,tracing.bikesim,front_angle,1.570796
135.789394,tracing.bikesim,speed,0.000000
136.521816,tracing.bikesim,steer_angle,0.000000
136.750460,tracing.bikesim,bike_yaw,1.570796
144.882202,tracing.bikesim,front_wheel_x,0.000000
145.136356,tracing.bikesim,front_wheel_y,0.000000
145.395517,tracing.bikesim,back_wheel_x,0.000000
145.520210,tracing.bikesim,back_wheel_y,-2.000000
145.641565,tracing.bikesim,front_angle,1.570796
146.000862,tracing.bikesim,speed,0.000000
146.207571,tracing.bikesim,steer_angle,0.000000
146.347761,tracing.bikesim,bike_yaw,1.570796
146.463394,tracing.bikesim,front_wheel_x,0.000000
146.565914,tracing.bikesim,front_wheel_y,0.000000
146.661520,tracing.bikesim,back_wheel_x,0.000000
146.754503,tracing.bikesim,back_wheel_y,-2.000000
146.844864,tracing.bikesim,front_angle,1.570796
156.436205,tracing.bikesim,speed,0.000000
156.670094,tracing.bikesim,steer_angle,0.000000
156.788349,tracing.bikesim,bike_yaw,1.570796
156.932116,tracing.bikesim,front_wheel_x,0.000000
157.116652,tracing.bikesim,front_wheel_y,0.000000
157.348156,tracing.bikesim,back_wheel_x,0.000000
157.546520,tracing.bikesim,back_wheel_y,-2.000000
157.785892,tracing.bikesim,front_angle,1.570796
173.478603,tracing.bikesim,speed,0.000000
173.703194,tracing.bikesim,steer_angle,0.000000
173.871756,tracing.bikesim,bike_yaw,1.570796
174.044609,tracing.bikesim,front_wheel_x,0.000000
174.220562,tracing.bikesim,front_wheel_y,0.000000
174.525023,tracing.bikesim,back_wheel_x,0.000000
175.055027,tracing.bikesim,back_wheel_y,-2.000000
175.228119,tracing.bikesim,front_angle,1.570796
183.854580,tracing.bikesim,speed,0.000000
184.105635,tracing.bikesim,steer_angle,0.000000
184.298515,tracing.bikesim,bike_yaw,1.570796
184.475660,tracing.bikesim,front_wheel_x,0.000000
184.740305,tracing.bikesim,front_wheel_y,0.000000
185.107708,tracing.bikesim,back_wheel_x,0.000000
185.538292,tracing.bikesim,back_wheel_y,-2.000000
185.699224,tracing.bikesim,front_angle,1.570796
194.092751,tracing.bikesim,speed,0.000000
194.282293,tracing.bikesim,steer_angle,0.000000
194.402456,tracing.bikesim,bike_yaw,1.570796
194.473028,tracing.bikesim,front_wheel_x,0.000000
194.699764,tracing.bikesim,front_wheel_y,0.000000
194.971800,tracing.bikesim,back_wheel_x,0.000000
195.277929,tracing.bikesim,back_wheel_y,-2.000000
195.458174,tracing.bikesim,front_angle,1.570796
205.243111,tracing.bikesim,speed,0.000000
205.534220,tracing.bikesim,steer_angle,0.000000
206.923485,tracing.bikesim,bike_yaw,1.570796
207.479239,tracing.bikesim,front_wheel_x,0.000000
208.323240,tracing.bikesim,front_wheel_y,0.000000
208.482027,tracing.bikesim,back_wheel_x,0.000000
208.627224,tracing.bikesim,back_wheel_y,-2.000000
208.724499,tracing.bikesim,front_angle,1.570796
216.254473,tracing.bikesim,speed,0.000000
221.622944,tracing.bikesim,steer_angle,0.000000
222.992897,tracing.bikesim,bike_yaw,1.570796
223.355532,tracing.bikesim,front_wheel_x,0.000000
223.498106,tracing.bikesim,front_wheel_y,0.000000
224.390984,tracing.bikesim,back_wheel_x,0.000000
224.556208,tracing.bikesim,back_wheel_y,-2.000000
224.651814,tracing.bikesim,front_angle,1.570796
231.650591,tracing.bikesim,speed,0.000000
234.018087,tracing.bikesim,steer_angle,0.000000
234.307528,tracing.bikesim,bike_yaw,1.570796
239.669800,tracing.bikesim,front_wheel_x,0.000000
243.820906,tracing.bikesim,front_wheel_y,0.000000
243.966103,tracing.bikesim,back_wheel_x,0.000000
244.135857,tracing.bikesim,back_wheel_y,-2.000000
244.207144,tracing.bikesim,front_angle,1.570796
244.507313,tracing.bikesim,speed,0.000000
244.644403,tracing.bikesim,steer_angle,0.000000
244.753838,tracing.bikesim,bike_yaw,1.570796
244.870663,tracing.bikesim,front_wheel_x,0.000000
245.028973,tracing.bikesim,front_wheel_y,0.000000
245.164871,tracing.bikesim,back_wheel_x,0.000000
245.507002,tracing.bikesim,back_wheel_y,-2.000000
245.825052,tracing.bikesim,front_angle,1.570796
255.070448,tracing.bikesim,speed,0.000000
255.375147,tracing.bikesim,steer_angle,0.000000
255.632877,tracing.bikesim,bike_yaw,1.570796
255.874157,tracing.bikesim,front_wheel_x,0.000000
256.836414,tracing.bikesim,front_wheel_y,0.000000
260.729790,tracing.bikesim,back_wheel_x,0.000000
260.903597,tracing.bikesim,back_wheel_y,-2.000000
261.049509,tracing.bikesim,front_angle,1.570796
265.795231,tracing.bikesim,speed,0.000000
266.073465,tracing.bikesim,steer_angle,0.000000
